ID | NOMBRE | PROMEDIO
1057 | Candelaria | 1.5
1058 | Federico | 1.1
1059 | Salomón | 1.7
1060 | Tito | 2.6
1061 | Pascuala | 4.3
1062 | Adalberto | 9.7
1063 | Marisol | 3.7
1064 | Julio | 3.0
1065 | Fabricio | 1.1
1066 | Rico | 1.8
1067 | Fulgencio | 2.8
1068 | José Mari | 5.6
1069 | Hilario | 2.9
1070 | Cecilia | 7.7
1071 | Ceferino | 9.8
1072 | María Teresa | 7.5
1073 | Esther | 9.9
1074 | Mauricio | 5.4
1075 | Primitiva | 7.3
1076 | Pío | 1.6
1077 | Cayetano | 6.5
1078 | Gabino | 8.2
1079 | Ariel | 6.0
1080 | Daniel | 4.8
1081 | Noé | 5.2
1082 | Héctor | 2.0
1083 | Jerónimo | 8.1
1084 | Paulina | 9.7
1085 | Juana | 3.6
1086 | Lázaro | 4.6
1087 | Josep | 9.2
1088 | Felipe | 6.4
1089 | Lucho | 6.5
1090 | Lupe | 9.4
1091 | Purificación | 8.9
1092 | Rodrigo | 3.4
1093 | Almudena | 4.8
1094 | Bárbara | 1.9
1095 | Clotilde | 4.4
1096 | Malena | 6.7
1097 | Chelo | 5.6
1098 | Adora | 8.1
1099 | Amalia | 3.4
1100 | Violeta | 9.5
1101 | Amado | 1.1
1102 | Borja | 4.8
1103 | Perla | 5.8
1104 | Genoveva | 1.3
1105 | Ámbar | 2.5
1106 | Pablo | 7.6
1107 | Vicenta | 3.2
1108 | Lourdes | 1.0
1109 | Ruperto | 6.7
1110 | Julio | 4.3
1111 | Isaura | 7.5
1112 | Marcelino | 9.7
1113 | Gracia | 4.1
1114 | Saturnina | 2.8
1115 | Mónica | 2.2
1116 | Casemiro | 3.1
1117 | Gabriela | 1.1
1118 | Néstor | 4.3
1119 | Joel | 1.2
1120 | José Ángel | 3.4
1121 | Dorita | 4.8
1122 | Silvia | 4.1
1123 | Godofredo | 9.1
1124 | Irma | 5.5
1125 | Nacho | 7.5
1126 | Albert | 3.8
1127 | Bernabé | 5.0
1128 | Miriam | 3.2
1129 | Silvio | 3.2
1130 | Miguela | 2.7
1131 | Isa | 5.8
1132 | Teodora | 6.2
1133 | Hortensia | 9.9
1134 | Demetrio | 4.1
1135 | Ana | 9.5
1136 | Américo | 2.5
1137 | Elisabet | 7.4
1138 | Pía | 6.7
1139 | María Manuela | 6.8
1140 | Remedios | 6.3
1141 | Zacarías | 1.6
1142 | Eli | 6.0
1143 | Isaura | 2.2
1144 | Lola | 6.7
1145 | Tomasa | 8.3
1146 | Seve | 5.3
1147 | Nieves | 3.1
1148 | Nico | 9.1
1149 | Gala | 9.9
1150 | Eusebia | 9.4
1151 | Ruperta | 4.8
1152 | Isaac | 6.0
1153 | Graciela | 1.9
1154 | Benjamín | 4.9
1155 | Cayetana | 5.8
1156 | Susanita | 7.8
1157 | Calixta | 4.9
1158 | Valeria | 4.3
1159 | Darío | 1.2
1160 | Cornelio | 7.8
1161 | Eloy | 9.5
1162 | Albino | 6.3
1163 | Joaquín | 3.4
1164 | Luisa | 5.3
1165 | Andrés | 7.1
1166 | Beatriz | 8.8
1167 | Consuela | 9.9
1168 | Isaura | 5.3
1169 | Marcia | 5.2
1170 | Ángela | 8.9
1171 | Manuela | 7.4
1172 | Eliseo | 6.5
1173 | Josep | 9.7
1174 | Eugenio | 5.2
1175 | Begoña | 1.6
1176 | Esteban | 7.0
1177 | Toribio | 9.1
1178 | Ainara | 3.3
1179 | Estefanía | 9.7
1180 | Juana | 4.4
1181 | Sancho | 7.6
1182 | Purificación | 6.5
1183 | Primitiva | 9.2
1184 | Miguela | 2.9
1185 | Evelia | 7.8
1186 | Rufino | 2.2
1187 | Paloma | 9.2
1188 | Georgina | 9.7
1189 | Encarnación | 2.2
1190 | Edgardo | 1.1
1191 | Eduardo | 5.2
1192 | Elena | 5.0
1193 | Yolanda | 8.9
1194 | Ángela | 3.0
1195 | Juan Carlos | 9.9
1196 | Paulina | 9.2
1197 | Eleuterio | 7.5
1198 | Otilia | 8.3
1199 | Isaías | 5.2
1200 | Godofredo | 4.0
1201 | Nazaret | 7.2
1202 | Yago | 1.8
1203 | Zoraida | 1.4
1204 | Carlota | 7.4
1205 | Apolinar | 7.5
1206 | María | 2.2
1207 | Carolina | 9.1
1208 | Gema | 8.6
1209 | Eliana | 6.1
1210 | Tatiana | 7.6
1211 | Heliodoro | 9.6
1212 | Noelia | 8.2
1213 | Bruno | 6.6
1214 | Octavia | 3.4
1215 | Eusebia | 7.0
1216 | Nacio | 5.1
1217 | Alcides | 3.2
1218 | Samanta | 5.0
1219 | Bonifacio | 6.2
1220 | Custodio | 4.4
1221 | Alma | 7.9
1222 | Beatriz | 6.7
1223 | Teo | 3.0
1224 | Ildefonso | 6.1
1225 | Sebastián | 2.6
1226 | Eladio | 4.0
1227 | Adelia | 4.3
1228 | Wilfredo | 5.8
1229 | Coral | 6.8
1230 | Otilia | 2.6
1231 | Ema | 1.1
1232 | Cándida | 5.2
1233 | Leandra | 1.2
1234 | Alicia | 1.9
1235 | Vanesa | 3.0
1236 | Anastasia | 9.8
1237 | Ascensión | 5.5
1238 | Marco | 7.0
1239 | Héctor | 2.2
1240 | Albina | 2.5
1241 | Abigaíl | 4.7
1242 | Tatiana | 7.7
1243 | Bernardita | 6.5
1244 | Yéssica | 9.6
1245 | Encarnita | 7.3
1246 | Alma | 5.2
1247 | Marcela | 6.2
1248 | Eva | 9.8
1249 | Onofre | 2.0
1250 | Jafet | 8.3
1251 | Samu | 1.3
1252 | Bernardino | 2.4
1253 | Fulgencio | 3.0
1254 | Imelda | 1.5
1255 | Conrado | 2.8
1256 | Remigio | 1.3
1257 | Eusebio | 6.0
1258 | Rico | 7.9
1259 | José Mari | 2.8
1260 | Jesusa | 6.4
1261 | Isaura | 4.5
1262 | Leoncio | 4.5
1263 | Silvio | 2.1
1264 | Valeria | 3.2
1265 | Rebeca | 7.8
1266 | Adelia | 4.6
1267 | Bienvenida | 3.0
1268 | Gervasio | 4.4
1269 | María Teresa | 4.4
1270 | Isidoro | 1.4
1271 | Ibán | 2.6
1272 | Conrado | 7.9
1273 | Raquel | 6.8
1274 | José | 6.3
1275 | Camila | 2.2
1276 | Lucila | 8.3
1277 | Lucio | 4.5
1278 | Merche | 6.5
1279 | Luciano | 7.5
1280 | Miriam | 8.2
1281 | Casandra | 3.3
1282 | Pastor | 5.8
1283 | Tomasa | 6.4
1284 | Raimundo | 2.0
1285 | Eliana | 6.5
1286 | Albano | 9.2
1287 | Natanael | 4.8
1288 | Alcides | 6.2
1289 | Albano | 8.3
1290 | Rodolfo | 3.4
1291 | Lorenza | 9.4
1292 | Amada | 1.2
1293 | Vicenta | 3.0
1294 | Gaspar | 2.4
1295 | Celia | 1.4
1296 | Isidora | 6.4
1297 | Piedad | 8.6
1298 | Dominga | 5.0
1299 | Narcisa | 10.0
1300 | Ernesto | 8.2
1301 | Angelina | 8.2
1302 | Amancio | 9.3
1303 | Almudena | 5.0
1304 | Leocadia | 7.2
1305 | Carmela | 5.7
1306 | Donato | 7.1
1307 | Juana | 4.2
1308 | Regina | 5.4
1309 | Luisa | 9.2
1310 | Lourdes | 1.4
1311 | Pili | 2.0
1312 | Eliseo | 6.6
1313 | Lucho | 3.4
1314 | Eva | 3.8
1315 | María Pilar | 2.8
1316 | Camila | 2.8
1317 | Mohamed | 7.7
1318 | Calisto | 8.9
1319 | Gisela | 6.4
1320 | Crescencia | 4.3
1321 | Carmina | 4.1
1322 | Salomé | 9.5
1323 | Lino | 1.2
1324 | Olimpia | 6.8
1325 | Nacio | 2.0
1326 | Balduino | 8.1
1327 | Xavier | 5.9
1328 | Aristides | 5.9
1329 | Joel | 1.5
1330 | Iván | 5.9
1331 | Onofre | 9.1
1332 | Jose Carlos | 2.6
1333 | Jeremías | 2.0
1334 | Roberto | 9.9
1335 | Renata | 9.2
1336 | Amparo | 9.5
1337 | Paco | 6.4
1338 | Custodio | 8.4
1339 | Emiliano | 9.9
1340 | Bernarda | 8.6
1341 | Mercedes | 7.6
1342 | Modesta | 9.1
1343 | Charo | 3.7
1344 | Pascuala | 1.0
1345 | Dora | 7.7
1346 | Rosalina | 7.0
1347 | Dulce | 3.8
1348 | Haroldo | 2.9
1349 | Noé | 2.2
1350 | Bartolomé | 2.2
1351 | Gabino | 3.7
1352 | María Fernanda | 6.4
1353 | Octavio | 4.8
1354 | Isaura | 8.2
1355 | Piedad | 6.8
1356 | Rosalva | 6.6
1357 | Fausto | 9.1
1358 | María Teresa | 7.7
1359 | Ester | 3.3
1360 | Elpidio | 1.4
1361 | Juan José | 9.2
1362 | Gabino | 4.0
1363 | Roberto | 9.7
1364 | Clarisa | 7.6
1365 | Noa | 5.3
1366 | Leonardo | 5.6
1367 | Flora | 7.0
1368 | Maximiano | 8.2
1369 | Fabiola | 3.1
1370 | Jose Angel | 3.4
1371 | Ramón | 2.3
1372 | Pablo | 7.8
1373 | Cristóbal | 3.3
1374 | Felipa | 9.7
1375 | Tecla | 3.4
1376 | Salvador | 7.0
1377 | Ariadna | 5.2
1378 | Bernardo | 3.0
1379 | Eutimio | 5.0
1380 | Zoraida | 6.6
1381 | Tania | 2.2
1382 | Ceferino | 7.4
1383 | Jesusa | 4.9
1384 | Nidia | 1.6
1385 | Amada | 9.9
1386 | Bárbara | 2.0
1387 | Consuela | 7.4
1388 | Charo | 6.8
1389 | Abigaíl | 3.3
1390 | Pepita | 5.6
1391 | Pía | 3.4
1392 | Inmaculada | 7.3
1393 | Fabiana | 7.4
1394 | Toni | 5.2
1395 | Adrián | 2.8
1396 | Humberto | 9.2
1397 | Amada | 4.8
1398 | Ulises | 6.1
1399 | Jose Manuel | 3.5
1400 | Rufino | 9.4
1401 | Andrea | 4.7
1402 | Alfredo | 7.7
1403 | Guillermo | 4.7
1404 | Angelina | 7.8
1405 | Belen | 9.0
1406 | Lidia | 5.8
1407 | Jordi | 1.2
1408 | Sol | 6.9
1409 | Luisina | 8.3
1410 | Yéssica | 9.1
1411 | María | 1.2
1412 | Trinidad | 5.7
1413 | Bernardita | 4.9
1414 | Eustaquio | 9.2
1415 | Alejandro | 8.4
1416 | Hernán | 2.8
1417 | Esperanza | 9.1
1418 | Jorge | 8.0
1419 | Valentina | 7.2
1420 | Wálter | 4.3
1421 | Nico | 3.4
1422 | Valentín | 8.1
1423 | Consuelo | 6.7
1424 | Rodrigo | 3.8
1425 | Paula | 4.1
1426 | Azahara | 9.5
1427 | Jose Francisco | 6.7
1428 | Fanny | 8.9
1429 | Genoveva | 6.3
1430 | Jose Ignacio | 3.4
1431 | Gerardo | 9.4
1432 | Gregorio | 7.7
1433 | Candelas | 4.6
1434 | Nazaret | 3.9
1435 | Pascual | 5.8
1436 | Lisandro | 1.3
1437 | Cayetano | 5.2
1438 | Efraín | 4.0
1439 | Lino | 5.3
1440 | Gracia | 3.4
1441 | Lalo | 7.8
1442 | Juan Francisco | 5.7
1443 | Natanael | 3.9
1444 | Javi | 3.2
1445 | Graciano | 1.6
1446 | Fabricio | 9.7
1447 | Melisa | 9.6
1448 | Carla | 5.8
1449 | Amancio | 8.3
1450 | Teófila | 5.0
1451 | Marino | 1.0
1452 | Valentina | 2.5
1453 | Antonio | 5.0
1454 | Vito | 8.8
1455 | Fulgencio | 8.7
1456 | Carla | 1.8
1457 | Gisela | 7.6
1458 | Carmelita | 3.0
1459 | Trini | 6.3
1460 | Marcelo | 6.0
1461 | José Manuel | 9.3
1462 | Hernando | 9.9
1463 | Clotilde | 1.2
1464 | Concepción | 4.3
1465 | Ildefonso | 1.5
1466 | Virgilio | 6.3
1467 | Isabel | 1.4
1468 | Paco | 2.7
1469 | Juliana | 2.1
1470 | Cristóbal | 9.1
1471 | Victor Manuel | 5.6
1472 | Eufemia | 9.3
1473 | Nazario | 5.6
1474 | Aitor | 4.3
1475 | Aarón | 8.5
1476 | Leire | 7.8
1477 | Cecilio | 2.4
1478 | Sandra | 7.5
1479 | Inés | 5.0
1480 | Ángel | 7.9
1481 | Casemiro | 7.0
1482 | Úrsula | 8.0
1483 | Benito | 1.2
1484 | Rafael | 5.0
1485 | Apolonia | 5.3
1486 | Plácido | 1.8
1487 | Adolfo | 1.8
1488 | Jorge | 9.3
1489 | Sofía | 8.9
1490 | Felicia | 5.6
1491 | Xavier | 1.4
1492 | Duilio | 7.1
1493 | Artemio | 1.4
1494 | Esperanza | 8.6
1495 | Evita | 1.1
1496 | Manuela | 1.8
1497 | Miriam | 7.0
1498 | Bernardino | 9.3
1499 | Gonzalo | 2.0
1500 | Cecilio | 2.3
1501 | Néstor | 2.6
1502 | Victoriano | 7.5
1503 | Agapito | 7.1
1504 | Claudia | 4.8
1505 | Aníbal | 4.7
1506 | Leire | 9.9
1507 | Eli | 7.4
1508 | Bartolomé | 1.0
1509 | Lucila | 1.3
1510 | Camilo | 9.1
1511 | Clarisa | 3.4
1512 | Tristán | 9.4
1513 | Gregorio | 7.0
1514 | Andrés Felipe | 6.1
1515 | Débora | 8.9
1516 | Luz | 7.7
1517 | Dimas | 6.0
1518 | Isaías | 2.9
1519 | Rosa María | 8.3
1520 | Salud | 8.5
1521 | Germán | 9.6
1522 | Coral | 5.0
1523 | Anunciación | 6.0
1524 | José Luis | 3.2
1525 | Marc | 5.8
1526 | Nando | 5.2
1527 | Elba | 5.1
1528 | Gonzalo | 3.6
1529 | Celia | 5.6
1530 | Rosa | 7.6
1531 | Teresita | 4.1
1532 | Amada | 3.6
1533 | Filomena | 6.2
1534 | Edgardo | 2.9
1535 | Hugo | 8.6
1536 | Calista | 4.0
1537 | Gisela | 9.6
1538 | Reina | 2.1
1539 | Leopoldo | 6.2
1540 | Albino | 3.2
1541 | Anastasia | 6.2
1542 | Camila | 9.5
1543 | María Del Carmen | 8.1
1544 | Mariano | 4.7
1545 | Reina | 2.0
1546 | Candelaria | 7.8
1547 | Emperatriz | 8.0
1548 | Macario | 3.4
1549 | Almudena | 7.8
1550 | Elvira | 7.6
1551 | Poncio | 8.6
1552 | Evelia | 2.6
1553 | Ámbar | 5.9
1554 | Ciriaco | 3.7
1555 | Gabriela | 6.6
1556 | Victoria | 2.1
1557 | Maite | 2.5
1558 | Gabriel | 2.2
1559 | María José | 7.0
1560 | Chuy | 7.2
1561 | Olalla | 2.4
1562 | Godofredo | 5.6
1563 | Josefa | 10.0
1564 | Godofredo | 8.8
1565 | Aitor | 6.0
1566 | Abraham | 9.2
1567 | Gaspar | 5.9
1568 | Maxi | 9.1
1569 | Violeta | 1.2
1570 | Abel | 9.4
1571 | Angelino | 6.3
1572 | Amador | 4.5
1573 | Tadeo | 1.6
1574 | Haroldo | 4.9
1575 | Reyna | 1.2
1576 | Severino | 2.9
1577 | Ruperta | 9.6
1578 | Alexandra | 2.1
1579 | Irma | 2.7
1580 | Alba | 6.4
1581 | Susanita | 8.0
1582 | Albina | 2.2
1583 | Adelia | 3.1
1584 | Ofelia | 7.2
1585 | Pastora | 1.8
1586 | David | 6.5
1587 | Ramona | 9.0
1588 | Elisa | 7.0
1589 | Maximino | 5.9
1590 | Dulce | 3.1
1591 | Isaac | 1.5
1592 | Clara | 3.5
1593 | Nicolás | 6.2
1594 | Eduardo | 5.3
1595 | Jose | 8.4
1596 | Rosendo | 1.3
1597 | Isaac | 1.3
1598 | Sandalio | 8.9
1599 | Chus | 7.8
1600 | Trini | 5.7
1601 | Román | 9.5
1602 | María Manuela | 5.6
1603 | Apolinar | 2.7
1604 | Amanda | 2.6
1605 | Flavia | 8.3
1606 | Encarnita | 8.4
1607 | María Jesús | 9.9
1608 | Octavio | 9.3
1609 | Juliana | 3.8
1610 | Maura | 8.6
1611 | Demetrio | 6.9
1612 | Matías | 8.5
1613 | Zaida | 5.2
1614 | Jenny | 4.6
1615 | Ángel | 4.7
1616 | Vanesa | 9.2
1617 | Josefa | 3.6
1618 | Dominga | 4.4
1619 | Irma | 3.1
1620 | Maristela | 7.9
1621 | Pastora | 4.0
1622 | Germán | 6.7
1623 | Paloma | 1.1
1624 | Ofelia | 8.4
1625 | Cruz | 1.2
1626 | Carmela | 2.8
1627 | Rosalinda | 9.7
1628 | Vera | 8.8
1629 | Arcelia | 3.6
1630 | Amor | 8.2
1631 | Maxi | 3.4
1632 | Remigio | 1.9
1633 | Rosalinda | 3.0
1634 | Olegario | 5.8
1635 | Clementina | 9.9
1636 | Victoriano | 8.8
1637 | Rosalva | 3.1
1638 | Estefanía | 1.1
1639 | Pascuala | 2.5
1640 | Sancho | 8.4
1641 | Teófila | 2.5
1642 | Sandra | 4.0
1643 | Luna | 7.7
1644 | Zacarías | 1.8
1645 | Olalla | 1.3
1646 | Graciano | 9.2
1647 | Rico | 3.7
1648 | Bienvenida | 4.2
1649 | Néstor | 9.8
1650 | Rico | 8.9
1651 | Jacinta | 3.4
1652 | Guillermo | 7.1
1653 | Dalila | 7.2
1654 | Natalio | 1.4
1655 | Leoncio | 1.3
1656 | Maricruz | 2.4
1657 | César | 7.9
1658 | Herminia | 8.3
1659 | Wálter | 2.3
1660 | Pastora | 9.8
1661 | Anna | 4.8
1662 | Viviana | 4.0
1663 | Albano | 1.5
1664 | Cayetana | 7.6
1665 | Sandalio | 6.8
1666 | Macaria | 9.1
1667 | Lidia | 3.2
1668 | Emelina | 6.8
1669 | María Del Carmen | 8.0
1670 | Ruperto | 1.9
1671 | Maribel | 3.7
1672 | Teodosio | 5.8
1673 | Pascuala | 4.2
1674 | Ovidio | 8.0
1675 | Jorge | 5.7
1676 | Juliana | 5.7
1677 | Enrique | 7.6
1678 | Dominga | 5.8
1679 | Yéssica | 1.8
1680 | Gonzalo | 3.6
1681 | Anastasia | 6.3
1682 | María Manuela | 2.9
1683 | Emiliano | 1.2
1684 | Norberto | 6.5
1685 | Conrado | 6.2
1686 | Susana | 6.8
1687 | Rocío | 1.8
1688 | Gilberto | 3.3
1689 | Natalia | 5.9
1690 | Cristian | 3.5
1691 | Asunción | 8.3
1692 | Anunciación | 1.9
1693 | Candela | 2.9
1694 | Candela | 2.3
1695 | Miriam | 4.8
1696 | Julie | 9.4
1697 | Roldán | 9.4
1698 | Poncio | 6.0
1699 | Lourdes | 1.7
1700 | Ricardo | 1.3
1701 | Jesús | 7.4
1702 | Hilda | 9.2
1703 | Arsenio | 8.6
1704 | Petrona | 8.0
1705 | Eulalia | 3.2
1706 | Carina | 8.7
1707 | Felicia | 1.0
1708 | Fabián | 1.8
1709 | Vicente | 5.4
1710 | Aureliano | 7.8
1711 | Basilio | 4.7
1712 | Juan Luis | 5.7
1713 | Hernando | 6.2
1714 | Nacho | 4.6
1715 | Victorino | 4.2
1716 | Inmaculada | 9.6
1717 | Susanita | 8.8
1718 | Rita | 4.2
1719 | Damián | 8.6
1720 | Víctor | 5.1
1721 | Micaela | 7.9
1722 | Martina | 6.4
1723 | Eligia | 3.7
1724 | Agustín | 7.0
1725 | Abigaíl | 4.9
1726 | Eva María | 4.2
1727 | Fátima | 9.0
1728 | Apolonia | 1.7
1729 | Ofelia | 5.9
1730 | Teodoro | 5.2
1731 | Angelino | 9.0
1732 | María | 3.6
1733 | Leonel | 3.8
1734 | Esther | 4.8
1735 | Florinda | 5.7
1736 | Paco | 9.6
1737 | Encarnacion | 7.9
1738 | Marcial | 7.4
1739 | Adolfo | 7.7
1740 | Quique | 6.6
1741 | Claudio | 9.0
1742 | María José | 4.3
1743 | Manuela | 8.5
1744 | Albina | 1.3
1745 | Ruperta | 6.2
1746 | Maristela | 9.0
1747 | Horacio | 6.3
1748 | José | 3.3
1749 | Dani | 7.8
1750 | Eligia | 8.0
1751 | Jose Carlos | 10.0
1752 | Maristela | 1.1
1753 | Bernabé | 7.4
1754 | Nazaret | 8.8
1755 | Édgar | 5.9
1756 | Amando | 2.9
1757 | Edmundo | 2.3
1758 | Cristóbal | 9.9
1759 | Herberto | 5.0
1760 | Adrián | 8.3
1761 | Itziar | 1.7
1762 | Rosenda | 9.5
1763 | Úrsula | 1.9
1764 | Yésica | 1.5
1765 | Poncio | 9.9
1766 | Olalla | 3.0
1767 | Crescencia | 6.9
1768 | Rufino | 4.1
1769 | Celso | 2.4
1770 | Felicia | 1.1
1771 | Jose Luis | 8.8
1772 | Alondra | 3.2
1773 | Ileana | 9.5
1774 | Palmira | 7.5
1775 | Juan Bautista | 4.3
1776 | Donato | 9.2
1777 | Anselma | 8.2
1778 | Fermín | 8.2
1779 | Sosimo | 9.1
1780 | Cruz | 2.9
1781 | Nayara | 2.6
1782 | Lucía | 4.4
1783 | Domingo | 6.1
1784 | Adelina | 9.6
1785 | Óscar | 2.2
1786 | Maximino | 5.1
1787 | Régulo | 5.7
1788 | Tomasa | 1.5
1789 | Benigno | 3.5
1790 | Lucas | 2.8
1791 | Leandra | 4.2
1792 | Flor | 2.1
1793 | Josué | 6.0
1794 | Abigaíl | 1.3
1795 | Felisa | 7.8
1796 | Reyna | 7.0
1797 | Pili | 5.0
1798 | Augusto | 6.2
1799 | Graciela | 4.7
1800 | Mariano | 5.8
1801 | Aureliano | 6.6
1802 | Amparo | 5.7
1803 | María Pilar | 3.9
1804 | Fabián | 4.9
1805 | Piedad | 3.2
1806 | Kike | 1.9
1807 | Jacobo | 5.3
1808 | Vinicio | 7.7
1809 | Encarnacion | 5.4
1810 | Marcelino | 5.7
1811 | Florina | 7.3
1812 | Bautista | 5.6
1813 | Micaela | 5.7
1814 | Baldomero | 5.1
1815 | Anacleto | 1.0
1816 | Leonel | 7.2
1817 | Basilio | 3.5
1818 | Pepita | 3.4
1819 | Emilio | 6.6
1820 | Mauricio | 5.6
1821 | Judith | 7.2
1822 | Alcides | 9.2
1823 | Gerónimo | 6.6
1824 | Piedad | 4.5
1825 | Alicia | 3.4
1826 | Yolanda | 7.6
1827 | Lorenza | 1.4
1828 | Baldomero | 1.5
1829 | Ángel | 4.9
1830 | Heriberto | 9.2
1831 | Felisa | 8.2
1832 | Carina | 6.9
1833 | Juan Francisco | 5.5
1834 | Clemente | 9.0
1835 | Renato | 4.1
1836 | Gema | 9.7
1837 | Azahara | 6.1
1838 | Agustín | 6.1
1839 | Nieves | 4.8
1840 | Esmeralda | 3.7
1841 | María Belén | 6.0
1842 | Estela | 2.9
1843 | Coral | 4.9
1844 | Pastor | 1.1
1845 | Lope | 6.2
1846 | Tatiana | 5.6
1847 | Pedro | 5.5
1848 | Malena | 6.6
1849 | Lisandro | 3.6
1850 | Marianela | 4.4
1851 | Emilio | 7.9
1852 | Cebrián | 1.0
1853 | Javi | 1.1
1854 | Eligia | 4.6
1855 | Edu | 2.4
1856 | Fidel | 7.9
1857 | Nerea | 6.8
1858 | Ani | 8.6
1859 | Roberta | 1.4
1860 | Tamara | 7.4
1861 | Marta | 2.1
1862 | Eligia | 2.8
1863 | Guadalupe | 5.0
1864 | Manuela | 4.7
1865 | Albina | 5.4
1866 | Roberta | 1.5
1867 | Fernanda | 9.0
1868 | Ema | 5.9
1869 | Rafaela | 3.7
1870 | Donato | 2.1
1871 | Elpidio | 2.6
1872 | Belen | 3.7
1873 | Florencio | 4.5
1874 | Eusebio | 6.7
1875 | Sandra | 6.2
1876 | Paulina | 2.3
1877 | Rodolfo | 5.2
1878 | Vilma | 2.2
1879 | Gisela | 4.9
1880 | María Luisa | 2.3
1881 | Ángel | 8.1
1882 | Leoncio | 1.7
1883 | Román | 7.5
1884 | Aura | 8.1
1885 | Rosalinda | 8.6
1886 | Araceli | 5.6
1887 | Maribel | 2.3
1888 | Abigaíl | 6.0
1889 | Olalla | 5.9
1890 | Ana Sofía | 7.0
1891 | Adrián | 6.0
1892 | Nicolás | 8.2
1893 | Martin | 6.0
1894 | Felipa | 4.7
1895 | Lilia | 6.2
1896 | Rodolfo | 4.3
1897 | Dafne | 4.7
1898 | Ciríaco | 10.0
1899 | América | 2.8
1900 | Tomás | 5.2
1901 | Carmelo | 2.0
1902 | Elisabet | 8.8
1903 | Julio | 2.1
1904 | Lucio | 8.2
1905 | Ani | 1.4
1906 | Nazaret | 4.4
1907 | Flavio | 7.1
1908 | Guillermo | 2.9
1909 | Olimpia | 8.9
1910 | Ariel | 9.0
1911 | Sergio | 8.8
1912 | Elodia | 9.9
1913 | Esteban | 2.7
1914 | Alondra | 3.6
1915 | Bruno | 8.9
1916 | Florentina | 3.1
1917 | Cipriano | 2.8
1918 | Roque | 4.4
1919 | Baldomero | 4.6
1920 | Javi | 4.0
1921 | Gonzalo | 5.2
1922 | Bernarda | 8.6
1923 | Telmo | 6.6
1924 | Ileana | 3.2
1925 | Pancho | 3.3
1926 | Almudena | 9.2
1927 | Elisabet | 2.6
1928 | Poncio | 7.6
1929 | Emilio | 9.5
1930 | Natalio | 5.1
1931 | Lope | 6.1
1932 | Teobaldo | 5.3
1933 | Rubén | 8.9
1934 | Claudio | 5.3
1935 | Samanta | 1.1
1936 | Fortunato | 5.5
1937 | René | 1.4
1938 | Fabio | 3.7
1939 | Jenaro | 2.2
1940 | Ariel | 4.0
1941 | Modesto | 8.9
1942 | Mayte | 3.8
1943 | Dora | 5.5
1944 | Nacio | 1.5
1945 | Porfirio | 7.5
1946 | Benigno | 7.3
1947 | José Luis | 5.0
1948 | Ana Sofía | 2.5
1949 | María Cristina | 5.2
1950 | Yésica | 3.8
1951 | Purificación | 6.3
1952 | Valerio | 7.0
1953 | Crescencia | 7.6
1954 | Domingo | 9.0
1955 | Gaspar | 7.9
1956 | Ángel | 5.0
1957 | Heliodoro | 1.9
1958 | Eligio | 8.3
1959 | Priscila | 8.5
1960 | Paulina | 5.9
1961 | Eloy | 2.0
1962 | Rufina | 6.4
1963 | Patricio | 5.8
1964 | Magdalena | 9.1
1965 | Elisa | 3.7
1966 | Chelo | 9.6
1967 | Clímaco | 2.1
1968 | Ágata | 5.8
1969 | Rosendo | 6.4
1970 | Rufina | 7.5
1971 | Bonifacio | 9.4
1972 | Rafa | 5.1
1973 | Alberto | 8.2
1974 | José Antonio | 4.7
1975 | Primitivo | 2.3
1976 | Plinio | 4.0
1977 | Martirio | 8.1
1978 | Aurelia | 2.8
1979 | Laura | 3.4
1980 | Olga | 4.9
1981 | Julia | 2.8
1982 | Demetrio | 1.5
1983 | Judith | 6.9
1984 | Che | 8.6
1985 | Gastón | 3.2
1986 | Virgilio | 9.8
1987 | Urbano | 4.2
1988 | Paca | 3.2
1989 | Nicolasa | 1.1
1990 | Lorena | 7.4
1991 | Toni | 6.8
1992 | Trinidad | 2.1
1993 | Teobaldo | 6.9
1994 | Daniel | 3.3
1995 | Ceferino | 2.6
1996 | Palmira | 2.7
1997 | Jordana | 7.7
1998 | Kike | 2.7
1999 | Melania | 4.4
2000 | Benigno | 6.5
2001 | Víctor | 1.6
2002 | René | 7.1
2003 | David | 6.6
2004 | Ulises | 9.3
2005 | Rosendo | 2.2
2006 | Fátima | 6.2
2007 | Horacio | 1.3
2008 | Edu | 9.4
2009 | Bienvenida | 3.0
2010 | Enrique | 4.0
2011 | Concepción | 5.0
2012 | Venceslás | 4.4
2013 | María Luisa | 5.8
2014 | Adalberto | 8.6
2015 | Borja | 2.3
2016 | Ofelia | 9.2
2017 | Guillermo | 9.2
2018 | Noemí | 6.8
2019 | Carina | 8.9
2020 | Amor | 4.8
2021 | Jose Luis | 1.7
2022 | Reyna | 7.1
2023 | Ariel | 1.3
2024 | Marita | 4.8
2025 | Celestino | 6.2
2026 | Amador | 1.6
2027 | Emilia | 3.2
2028 | Amaro | 2.2
2029 | Teobaldo | 7.6
2030 | Dan | 1.3
2031 | Guiomar | 2.3
2032 | María Luisa | 6.2
2033 | Felisa | 9.1
2034 | Aurora | 8.1
2035 | María José | 3.9
2036 | Adelardo | 4.6
2037 | Lilia | 8.4
2038 | Roxana | 5.1
2039 | África | 1.3
2040 | Tito | 1.5
2041 | Paz | 4.7
